1,447
2,642
3,73
5,370
5,783
7,301
8,729
9,409
10,556
11,664
14,622
14,450
16,315
20,313
22,274
23,851
28,753
29,442
31,753
32,191
32,830
37,139
38,36
39,955
40,402
44,724
45,369
46,289
47,726
50,191
51,301
52,795
52,657
53,606
54,259
55,581
55,776
57,173
57,947
58,214
59,727
63,362
64,982
65,35
66,248
66,60
67,471
70,719
70,938
71,786
73,170
74,181
75,443
75,97
77,532
79,945
80,307
82,157
83,147
84,934
84,285
85,362
87,304
91,221
94,721
94,940
96,724
100,664
101,354
101,575
103,795
104,746
105,967
107,639
108,541
109,112
111,100
112,328
113,249
113,896
115,703
116,29
117,110
117,761
119,933
121,511
123,783
129,301
132,24
133,40
134,456
135,404
135,187
137,982
137,678
138,689
139,613
139,579
141,592
141,745
142,267
144,61
144,279
145,315
146,421
148,406
148,510
149,89
150,918
152,512
152,703
153,818
154,937
156,296
158,72
158,466
160,820
162,514
163,809
167,753
168,653
172,42
172,394
173,271
173,914
175,262
176,13
178,517
180,830
181,68
182,456
185,6
185,346
186,462
188,730
189,92
189,438
190,360
191,579
195,935
196,29
199,450
200,639
201,262
203,282
204,639
204,93
206,551
213,901
214,430
214,653
216,659
217,540
219,843
219,505
221,6
221,346
222,659
222,192
223,849
223,413
225,46
225,416
226,791
226,752
228,60
232,29
233,659
233,192
234,591
235,358
236,911
237,100
237,789
238,287
239,249
239,896
240,684
241,888
242,997
245,824
245,53
247,967
250,124
251,639
252,474
252,329
255,253
256,689
259,959
261,514
262,922
262,228
264,496
266,456
268,36
269,370
269,349
270,360
272,639
272,93
273,830
274,322
275,696
275,48
278,404
280,693
282,726
283,866
284,274
286,506
288,29
288,685
289,934
291,656
292,80
292,838
293,440
293,633
297,580
298,989
298,422
299,945
299,296
300,514
302,482
302,324
304,430
304,653
305,368
306,68
307,328
308,734
309,621
310,656
312,613
314,664
316,901
317,46
318,795
318,657
320,29
320,685
323,93
325,232
326,100
326,789
327,808
328,450
331,901
333,583
334,783
335,642
336,212
337,404
339,469
340,153
341,220
341,566
342,30
342,541
343,100
343,789
344,282
344,942
347,570
349,591
351,881
352,675
352,40
355,315
356,389
357,259
359,914
361,450
363,141
363,455
364,40
365,183
365,395
366,191
367,660
367,561
368,383
368,172
369,3
370,475
370,800
371,434
373,765
375,379
375,151
377,165
378,677
379,945
381,511
382,358
383,738
384,746
384,724
385,514
385,933
387,172
389,174
390,401
391,937
392,211
396,959
396,738
397,896
399,491
399,981
400,191
403,277
404,198
407,606
408,652
409,3
410,232
410,458
411,639
411,93
412,113
412,885
418,639
418,93
419,147
419,951
420,934
420,285
421,517
423,835
424,719
424,938
425,491
425,981
426,281
431,118
432,324
433,646
433,826
434,279
435,287
438,389
438,729
439,993
439,656
441,721
446,914
450,656
452,792
452,686
453,629
454,127
454,631
459,92
459,438
460,791
460,752
461,978
463,556
465,100
468,370
469,824
469,53
470,369
471,664
473,626
474,935
474,607
476,761
477,370
477,349
479,579
480,782
480,62
482,703
483,580
487,451
487,786
488,592
492,403
494,434
497,485
498,838
499,440
499,633
502,813
502,157
503,885
504,3
504,360
505,373
508,29
511,985
511,294
512,389
513,168
514,813
515,147
516,934
517,438
518,580
519,179
520,781
521,945
523,881
524,656
525,221
525,568
526,173
527,649
528,782
528,62
529,822
531,436
532,629
534,530
538,113
538,885
539,786
542,179
542,33
544,471
547,45
548,29
548,685
550,113
550,885
555,171
557,378
557,403
558,901
558,253
559,951
560,959
560,738
562,541
563,880
563,240
564,438
565,192
566,972
567,734
567,393
571,796
571,54
572,881
572,24
573,271
573,914
576,101
576,315
579,437
579,486
582,646
582,826
583,183
583,395
584,45
586,693
586,267
587,151
588,668
588,997
589,139
589,601
593,639
593,93
596,981
597,469
597,583
598,396
599,621
600,514
603,794
605,34
607,517
607,322
608,591
609,947
611,709
612,230
615,203
615,130
617,279
619,464
622,471
622,289
625,70
625,546
628,462
628,9
629,401
629,626
630,451
630,786
632,384
633,322
635,934
635,285
636,580
637,305
638,471
638,289
641,541
644,118
647,924
648,241
649,29
649,685
650,92
652,665
653,738
656,124
658,556
658,358
659,664
662,253
663,972
664,75
665,328
666,451
667,512
667,703
669,680
669,509
670,101
671,338
672,198
672,972
673,100
673,789
674,329
675,761
677,614
678,281
679,783
682,100
682,789
683,101
683,315
684,971
685,125
685,872
686,259
687,693
690,370
690,349
691,955
692,818
692,36
695,169
696,404
697,581
698,95
698,647
700,643
702,517
704,947
707,434
707,89
708,809
710,667
711,605
711,214
715,519
716,693
718,514
718,380
720,517
720,322
726,820
726,614
727,482
728,173
728,947
730,313
731,727
732,729
733,955
737,888
737,456
739,880
739,240
740,693
740,267
741,709
741,333
742,232
742,458
745,820
746,761
747,918
747,809
748,851
749,822
751,3
751,360
754,536
755,104
756,726
757,703
758,108
758,169
760,456
763,514
763,933
766,109
767,786
768,489
769,685
770,282
770,942
772,511
774,118
777,146
778,403
779,901
779,253
781,734
787,224
788,922
790,141
791,101
793,46
793,416
795,752
797,358
798,3
798,360
799,967
801,761
803,379
803,151
804,668
804,997
805,961
806,606
807,474
807,329
808,263
809,695
811,677
812,753
815,613
815,579
816,413
817,15
818,830
819,206
821,606
825,6
827,592
827,745
828,187
830,480
830,2
831,796
832,248
834,92
834,438
837,633
839,281
842,205
844,982
844,506
845,35
845,688
846,643
850,724
852,951
853,934
854,675
855,580
857,653
859,282
860,27
863,221
863,568
864,922
864,228
865,362
866,517
867,165
868,727
868,496
869,537
871,918
871,809
873,436
874,656
875,46
877,230
877,301
879,942
881,253
883,551
884,100
884,789
885,173
885,947
887,482
887,324
889,362
890,313
891,997
892,783
893,937
895,967
897,758
898,982
898,506
900,101
901,475
903,901
903,253
904,379
904,151
907,602
908,678
909,61
911,971
912,324
913,881
913,24
916,101
917,487
917,570
919,613
921,822
925,996
925,287
926,357
926,148
927,469
928,668
928,997
932,434
935,552
935,773
936,677
936,519
937,92
939,440
940,530
941,146
944,862
945,61
946,482
948,643
949,945
950,514
950,380
951,230
952,389
953,30
954,888
954,456
955,89
957,232
958,534
959,705
961,613
961,579
962,918
963,822
964,109
966,232
966,458
967,680
969,639
969,93
970,70
970,546
971,758
973,994
974,996
975,262
977,378
979,792
983,209
984,471
985,647
987,221
988,802
988,26
990,12
991,813
992,181
992,215
993,380
995,505
998,659
998,192
