0,35699,0.98
0,38242,0.98
0,27705,0.906488095238
0,28869,0.8925
0,52922,0.8925
1,35715,0.791666666667
1,40836,0.745
1,35897,0.716666666667
1,51750,0.714814814815
1,35943,0.711111111111
2,35679,0.924166666667
2,35669,0.816666666667
2,25667,0.722777777778
2,44453,0.6625
2,61000,0.6625
3,7852,0.862857142857
3,10191,0.817857142857
3,7677,0.805714285714
3,7083,0.791428571429
3,30725,0.573015873016
4,35719,0.785185185185
4,6870,0.751851851852
4,44089,0.741203703704
4,35720,0.734259259259
4,57220,0.726851851852
5,35818,0.96
5,35831,0.96
5,35851,0.96
5,35911,0.96
5,27591,0.838888888889
6,35798,0.805555555556
6,54922,0.650529100529
6,25277,0.643650793651
6,55733,0.640740740741
6,64091,0.633333333333
7,26537,0.8125
7,57300,0.791666666667
7,43067,0.768981481481
7,61234,0.768981481481
7,44169,0.73125
8,31004,0.957142857143
8,31005,0.957142857143
8,31009,0.957142857143
8,1885,0.797619047619
8,30066,0.769841269841
9,585,0.944155844156
9,30098,0.944155844156
9,58348,0.944155844156
9,412,0.943246753247
9,30671,0.943246753247
10,35990,0.913333333333
10,1737,0.825238095238
10,1747,0.815978835979
10,3510,0.815978835979
10,6706,0.789523809524
11,30199,0.937777777778
11,40490,0.928888888889
11,30202,0.847222222222
11,30476,0.812698412698
11,4518,0.811031746032
12,31283,0.9225
12,35861,0.9225
12,6663,0.797222222222
12,332,0.783313492063
12,8753,0.764166666667
13,1395,1.0
13,1577,1.0
13,1748,1.0
13,1937,1.0
13,26532,1.0
14,30212,0.937777777778
14,30364,0.88
14,30209,0.833333333333
14,31163,0.833333333333
14,30210,0.821428571429
15,30282,0.821428571429
15,2904,0.805555555556
15,3685,0.805555555556
15,54583,0.805555555556
15,35816,0.788888888889
16,30101,0.936111111111
16,30300,0.936111111111
16,30286,0.822222222222
16,30304,0.741666666667
16,30279,0.733333333333
17,30992,0.865
17,30986,0.816666666667
17,30987,0.816666666667
17,30991,0.816666666667
17,5386,0.791488095238
18,30124,0.846666666667
18,25052,0.729166666667
18,24333,0.722222222222
18,26883,0.722222222222
18,30125,0.722222222222
19,36284,0.925
19,36196,0.75
19,36197,0.741666666667
19,36198,0.741666666667
19,36199,0.741666666667
20,35980,0.903703703704
20,36092,0.802380952381
20,35927,0.771428571429
20,35949,0.771428571429
20,35928,0.754761904762
21,39306,1.0
21,43398,0.838095238095
21,39468,0.822222222222
