0,487
7,301
9,308
9,409
10,556
10,358
12,475
12,800
16,101
16,315
17,703
18,489
19,688
20,104
22,274
25,761
28,753
28,621
29,654
31,621
32,191
37,139
37,601
38,818
41,260
41,730
43,888
43,456
44,724
45,591
47,726
47,937
48,570
49,370
50,191
50,830
51,230
54,21
58,605
58,214
59,496
63,667
64,506
66,248
66,60
67,471
67,289
69,993
70,719
73,90
74,181
74,215
76,113
76,885
77,532
78,643
81,281
81,382
82,813
82,157
84,934
84,285
85,667
86,173
86,947
87,304
88,985
88,294
91,221
91,568
92,68
92,822
94,721
95,738
96,746
96,724
100,886
101,354
102,232
102,458
103,795
104,746
105,489
106,726
106,937
109,112
110,475
110,800
111,100
112,328
113,249
115,512
115,703
116,685
117,110
117,761
119,514
119,933
120,746
121,511
122,171
122,684
134,888
134,456
135,187
136,146
138,961
138,689
141,592
142,267
145,101
145,315
152,512
153,818
153,36
154,726
154,937
156,945
158,72
158,466
159,12
160,820
162,933
163,918
163,809
168,430
172,42
173,271
173,914
175,262
175,398
176,582
178,517
180,191
181,68
182,888
184,726
185,6
185,346
186,462
186,9
188,730
189,92
195,607
197,680
199,622
200,639
204,639
206,758
206,551
208,179
208,33
210,12
214,430
214,653
216,192
218,401
218,626
221,6
223,849
224,802
225,416
226,752
227,301
231,45
232,29
233,659
233,192
234,369
235,556
235,358
236,911
237,789
238,996
238,287
239,249
240,684
241,888
245,824
245,53
246,675
246,40
247,489
249,752
252,329
254,110
254,761
255,901
255,253
257,937
259,959
259,738
260,955
261,514
262,228
264,727
265,613
265,579
266,456
267,469
268,818
269,370
269,349
273,830
275,696
276,818
276,36
280,267
282,726
282,937
283,866
284,713
286,506
288,685
289,285
290,92
291,656
292,80
294,372
294,19
295,729
297,580
297,532
298,989
298,422
299,296
304,430
305,338
306,822
308,393
309,753
311,649
312,579
316,901
316,253
317,416
319,703
322,677
322,519
323,639
323,93
326,100
326,789
327,955
328,622
328,450
330,110
330,761
331,901
333,469
333,583
335,590
335,642
336,212
336,858
337,187
341,220
341,566
342,541
343,789
344,942
347,487
348,922
350,782
350,62
351,881
351,24
352,675
353,240
357,21
359,914
361,622
364,675
365,183
366,191
367,561
368,172
370,800
371,434
372,996
372,287
373,112
374,53
378,677
379,945
379,296
381,511
382,556
382,358
383,738
385,933
387,172
388,794
390,626
391,937
393,73
393,862
396,738
397,896
404,198
404,882
405,730
407,744
409,3
410,458
411,93
412,113
412,885
414,437
415,688
419,147
420,285
424,938
425,491
426,382
428,221
430,739
431,118
432,482
432,324
437,982
439,993
441,940
444,594
446,914
448,46
450,993
451,140
452,792
461,978
461,695
463,358
464,583
465,100
468,783
469,824
471,886
472,224
472,447
474,935
476,761
478,824
482,703
483,580
483,532
487,786
488,592
488,745
492,378
492,403
493,402
494,434
494,89
497,485
499,633
500,382
502,813
503,885
504,3
504,360
505,594
508,685
511,985
512,729
513,943
514,813
514,157
516,285
518,580
519,33
520,781
520,643
521,296
522,979
522,27
523,881
524,993
524,656
526,173
527,436
528,782
528,62
529,822
531,649
532,229
534,530
538,885
539,451
539,786
542,179
542,33
543,436
545,423
545,896
547,699
548,29
550,113
553,434
554,12
555,171
555,684
557,378
557,403
558,901
559,147
561,183
564,92
565,659
566,972
569,982
569,678
571,796
574,622
574,450
576,101
577,230
577,301
579,486
581,282
581,942
583,395
584,45
585,482
587,379
589,139
589,601
593,639
597,583
598,258
600,514
603,794
603,15
605,34
605,177
607,517
607,322
608,369
608,591
609,173
609,947
610,713
611,709
613,449
615,130
617,279
618,36
619,464
622,471
623,215
624,639
625,70
625,546
629,401
631,552
631,773
632,384
632,427
634,147
635,934
635,285
636,580
637,305
637,983
638,471
641,30
645,813
647,153
647,924
649,29
649,685
650,438
652,665
653,738
655,434
656,124
659,886
661,504
661,218
662,901
663,198
664,98
665,538
665,328
666,451
667,512
668,29
668,685
670,101
670,315
671,338
672,972
674,329
677,820
677,614
678,382
679,370
679,783
683,101
683,315
684,971
685,125
685,872
686,21
690,349
691,955
691,808
692,36
693,981
701,357
704,173
704,947
707,434
707,89
708,918
711,605
711,214
712,489
715,677
715,519
716,693
716,267
717,945
717,296
718,514
719,538
722,281
722,382
723,726
723,937
725,933
726,614
728,173
728,947
730,104
731,727
732,389
732,729
733,955
736,496
737,456
740,693
741,333
743,802
746,110
746,761
747,918
747,809
748,866
749,68
749,822
750,538
751,360
753,458
754,91
755,313
756,937
757,512
757,703
760,888
762,649
762,436
763,514
763,933
766,109
767,451
767,786
770,282
770,942
772,158
774,12
775,546
777,146
780,187
784,271
787,447
788,922
791,315
794,354
794,575
795,752
797,556
797,358
801,761
803,379
803,151
804,668
804,997
805,961
807,474
808,595
808,263
809,978
810,530
811,677
811,519
812,621
814,357
815,613
816,849
816,413
817,794
818,191
818,830
825,346
826,824
827,592
828,187
829,260
829,730
831,796
831,54
832,248
832,60
833,967
833,489
837,440
839,382
840,822
846,781
847,61
847,279
850,746
852,147
852,951
854,675
855,532
856,173
856,947
857,430
857,653
860,27
863,568
864,922
864,228
865,362
866,517
867,165
869,277
869,537
870,746
870,724
871,809
873,649
873,436
874,993
874,656
875,46
878,556
878,358
879,282
881,253
883,551
885,173
885,947
887,482
887,324
888,249
888,896
889,667
889,362
890,313
891,997
893,937
894,474
894,329
896,200
898,982
898,506
899,536
901,475
902,110
903,901
903,253
904,379
904,151
905,996
907,241
908,982
908,678
910,818
910,36
912,482
912,324
913,881
913,24
915,622
916,315
917,570
918,922
919,579
921,822
923,61
924,730
925,996
926,357
927,583
928,668
928,997
929,830
930,629
931,169
932,89
935,773
937,438
939,633
940,307
941,146
944,73
944,862
945,279
947,680
947,509
948,781
949,296
951,301
952,389
952,729
953,30
954,888
954,456
956,328
957,535
958,534
961,579
962,809
964,193
965,451
966,232
966,458
967,680
967,509
968,181
968,215
969,639
970,70
971,758
973,994
973,926
974,996
974,287
976,552
977,378
977,403
979,686
980,765
984,471
984,289
985,95
987,568
988,26
989,734
990,12
991,157
998,659
998,192
