0,35699
1,35715
2,35679
3,30725
4,35719
5,35818
6,35798
7,26537
8,31009
9,30671
10,35990
11,30199
12,35861
13,26532
14,30212
15,30282
16,30300
17,30992
18,30124
19,36284
20,35980
21,39306
22,38891
23,38889
24,35864
25,35909
26,35721
27,38973
28,35927
29,35972
30,34711
31,35924
32,35708
33,33444
34,36921
35,36202
36,36094
37,35889
38,36059
39,36085
40,35900
41,36056
42,39004
43,29835
44,35936
45,30719
46,30222
47,33514
48,36034
49,35814
50,36019
51,26540
52,30291
53,26586
54,39293
55,30764
56,35853
57,30269
58,39159
59,30956
60,25563
61,36051
62,35677
63,30976
64,36007
65,36199
66,25559
67,30220
68,36467
69,30162
70,30328
71,35693
72,36357
73,27170
74,36456
75,30179
76,30317
77,30740
78,27157
79,36040
80,30338
81,35998
82,30148
83,26511
84,30110
85,30971
86,30272
87,39151
88,39281
89,36080
90,27168
91,35789
92,36474
93,30096
94,30339
95,39466
96,35941
97,30176
98,30178
99,35954
100,30200
101,30308
102,35974
103,30293
104,35983
105,30121
106,33491
107,30093
108,37686
109,30370
110,35917
111,30189
112,30395
113,30363
114,35688
115,30995
116,35965
117,35912
118,35859
119,30139
120,35935
121,39277
122,32791
123,35820
124,30136
125,29868
126,27453
127,26650
128,35732
129,26539
130,26595
131,35842
132,35811
133,35831
134,29832
135,35892
136,39046
137,35802
138,35703
139,36029
140,35683
141,29354
142,36327
143,30700
144,35883
145,30286
146,39263
147,26544
148,39297
149,36075
150,36666
151,35881
152,30993
153,36136
154,33513
155,26593
156,36045
157,30152
158,39280
159,35850
160,36236
161,39078
162,30141
163,36668
164,36186
165,30350
166,39085
167,35928
168,39548
169,37685
170,27167
171,32793
172,39314
173,30277
174,36247
175,27459
176,26531
177,36920
178,38911
179,33445
180,36023
181,36465
182,29839
183,36412
184,33517
185,35795
186,30668
187,35897
188,36055
189,36309
190,30685
191,36038
192,30192
193,30368
194,35689
195,26651
196,35966
197,30118
198,35736
199,30216
200,30099
201,27456
202,35994
203,33488
204,30088
205,30321
206,37691
207,36011
208,33443
209,39010
210,35845
211,39285
212,33866
213,35856
214,39555
215,36461
216,30180
217,26590
218,39204
219,30376
220,35733
221,35793
222,30183
223,26484
224,35725
225,30207
226,30297
227,26535
228,39130
229,33633
230,26542
231,30709
232,35978
233,30185
234,30670
235,35987
236,36941
237,30196
238,36191
239,30312
240,39539
241,33217
242,35921
243,35824
244,30132
245,26591
